company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Ripjar,big-data,,,,,,,"Gloucestershire, United Kingdom",50 - 249 employees,Undisclosed
Modulant,big-data,,,,,,,"North Charleston, SC",50 - 249 employees,Undisclosed
Faststream Technologies,big-data,,,,,,,"Inglewood, CA",50 - 249 employees,"$1,000+"
Evanhoe & Associates,big-data,,,,,,,"Dayton, OH",50 - 249 employees,Undisclosed
Integridata,big-data,,,,,,,"Mexico City, Mexico",50 - 249 employees,Undisclosed
Abzooba Inc.,big-data,,,,,,"['Financial services', 'Medical', 'Retail']","Milpitas, CA",50 - 249 employees,Undisclosed
"The Ventura Group, Inc",big-data,"Big data company The Ventura Group, Inc is located in Ashburn, Virginia. Founded in 1995, the midsize team provides BI & big data consulting & SI, cloud consulting & SI, cybersecurity, and IT managed services.",,,,,,"Ashburn, VA",50 - 249 employees,Undisclosed
abilex GmbH,big-data,,,,,,,"Stuttgart, Germany",50 - 249 employees,Undisclosed
V2 Strategic Advisors,big-data,,,,,,,"New York, NY",50 - 249 employees,Undisclosed
Recovery Squad,big-data,,,,,,,"Perth, Australia",50 - 249 employees,Undisclosed
Forecast,big-data,"Forecast, a cloud consulting & SI company, is headquartered in Edinburgh, United Kingdom; Melbourne, Australia; Bundall, Australia and Pyrmont, Australia. Founded in 2010, the small team offers cloud consulting & SI, BI & big data consulting & SI, and business consulting.",,,,,"['Education', 'Financial services', 'Hospitality & leisure', 'Manufacturing', 'Energy & natural resources', 'Real estate', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Edinburgh, United Kingdom",10 - 49 employees,"$10,000+"
JDsoft,big-data,,,,,,"['Business services', 'Education']","Chennai, India",50 - 249 employees,Undisclosed
Customer Crunch,big-data,"Customer Crunch is a CRM consulting and SI company. They provide CRM consulting and SI, BI & big data consulting & SI, and business consulting and were founded in 2015. Their small team is Sydney, Australia-based.",,,,,"['Automotive', 'Consumer products & services', 'Financial services', 'Gaming', 'Government', 'Medical', 'Non-profit', 'Utilities']","Sydney, Australia",10 - 49 employees,"$1,000+"
Dakota Analytics,big-data,,,,,,"['Business services', 'Financial services']","Calgary, Canada",10 - 49 employees,"$1,000+"
Edgematics Technologies,big-data,,,,,,['Information technology'],"Dubai, United Arab Emirates",10 - 49 employees,"$50,000+"
Beakyn,big-data,,,,,,,"New York, NY",10 - 49 employees,"$10,000+"
Mática Partners,big-data,"Mática Partners is a big data company. Their small team is located in Barcelona, Spain. Their services include BI & big data consulting & SI, Artificial Intelligence, and cloud consulting & SI. The firm was launched in 2018.",,,,,"['Consumer products & services', 'eCommerce', 'Financial services', 'Information technology', 'Retail', 'Telecommunications']","Barcelona, Spain",10 - 49 employees,"$5,000+"
Procesos IQ,big-data,,,,,,,"Guayaquil, Ecuador",10 - 49 employees,"$5,000+"
adaptive & co USA,big-data,"Adaptive & co USA is a small Austin, Texas-based big data analytics company. Established in 2015, the team focuses on BI & big data consulting & SI, digital strategy, conversion optimization, and search engine optimization.",,,,,,"Austin, TX",10 - 49 employees,"$5,000+"
iWantHelp,big-data,"IWantHelp is a small big data analytics company. They focus on BI & big data consulting & SI, back office outsourcing, and call center services and were founded in 1995. The company is based in San José, Costa Rica.",,,,,,"San José, Costa Rica",10 - 49 employees,Undisclosed
BAR360,big-data,"BAR360 is a big data company. They are based in Sydney, Australia; Darwin City, Australia; Goodwood, Australia and Port Macquarie, Australia and have a small team. The company specializes in BI & big data consulting & SI, ECM consulting and SI, and IT managed services.",,,,,,"Sydney, Australia",10 - 49 employees,Undisclosed
NEOMATIC AG,big-data,,,,,,,"Köln, Germany",10 - 49 employees,Undisclosed
Nomad Engineers,big-data,,,,,,,"Atlanta, GA",10 - 49 employees,"$25,000+"
The Parker Avery Group,big-data,,,,,,"['Consumer products & services', 'eCommerce', 'Retail']","Marietta, GA",10 - 49 employees,"$100,000+"
Covalense,big-data,"Covalense is a well-recognized and reliable IT company for clients that work in business services, education, and consumer products and services. With headquarters in India, 270-280 employees work from offices in Herndon, Va., New Zealand, Australia, Singapore, and South Africa. since its founding in 2006, Covalense specializes in web design, custom software development, and web development. Programmers offer a focused expertise in PHP, ASP.NET, C#, Java, and AJAX programming.",,,"Unilever,; Coca-Cola Amatil Ltd,; Emerson,; Energy Action,",,"['Business services', 'Consumer products & services', 'Education', 'Financial services', 'Medical', 'Information technology', 'Media', 'Real estate', 'Retail']","North Sydney, Australia",250 - 999 employees,"$10,000+"
UEC Group,big-data,,,,,,,"Beijing, China",250 - 999 employees,"$5,000+"
Kanini Software Solutions,big-data,,,,,,"['Financial services', 'Government', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Supply Chain, Logistics, and Transport', 'Utilities']","Nashville, TN",250 - 999 employees,Undisclosed
DATAS Technology,big-data,,,,,,,"Kyiv, Ukraine",250 - 999 employees,Undisclosed
"Excel Global Solutions, Inc.",big-data,,,,,,,"Brookfield, WI",250 - 999 employees,Undisclosed
The Data Scientist,big-data,,,,,,"['Automotive', 'Consumer products & services', 'eCommerce', 'Financial services']","London, United Kingdom",2 - 9 employees,"$1,000+"
Red Sky Alliance,big-data,,,,,,,"New Boston, NH",2 - 9 employees,Undisclosed
Alphalogic Techsys Limited,big-data,"Alphalogic Techsys Limited is a custom software development firm founded in 2008. They are located in Arlington, Virginia and have a midsize team. The company focuses on custom software development, ux/ui design, BI & big data consulting & SI, and mobile app development.",,,,,,"Arlington, VA",50 - 249 employees,"$25,000+"
"Congruent Global, Inc.",big-data,,,,,,"['Advertising & marketing', 'Financial services', 'Medical', 'Information technology', 'Telecommunications']","Chennai, India",50 - 249 employees,"$25,000+"
Texeï,big-data,,,,,,,"Paris, France",10 - 49 employees,Undisclosed
Codec Systems,big-data,"Codec Systems is a small big data company launched in 1995. Their team provides BI & big data consulting & SI, cloud consulting & SI, and IT strategy consulting. The company is in Warszawa, Poland.",,,,,,"Warszawa, Poland",10 - 49 employees,"$25,000+"
Zeke,big-data,"Zeke is an IT strategy consulting company. Established in 2006, the team focuses on IT strategy consulting, custom software development, and BI & big data consulting & SI. Their midsize firm is based in Santiago, Chile; Valparaíso , Chile and , Chile.",,,,,"['Consumer products & services', 'Government', 'Utilities']","Santiago, Chile",50 - 249 employees,"$5,000+"
"Ross Technologies, (RTGX)",big-data,"Ross Technologies is an IT services company that was founded in 1997. It employs about 69 people across two offices: its Baltimore headquarters and St. Louis location. Ross Technologies specializes in cybersecurity, custom software development, web development, and Big Data consulting and SI. Its clients are mostly government agencies.  ",,,United States Army; United States Air Force; Department of Homeland Security; United States Navy,,"['Consumer products & services', 'Government', 'Information technology']","Catonsville, MD",50 - 249 employees,"$25,000+"
Punto Visual,big-data,,,,,,,"Ate, Peru",50 - 249 employees,"$5,000+"
VideoPlusPlus,big-data,,,,,,,"Shanghai, China",50 - 249 employees,"$1,000+"
Centurical,big-data,,,,,,,"Brussels, Belgium",50 - 249 employees,"$5,000+"
PetabytZ Technologies Inc,big-data,,,,,,,"Edison, NJ",50 - 249 employees,"$10,000+"
TOWA Software,big-data,"TOWA Software is a custom software development firm. They are headquartered in Ciudad de México, CDMX, Germany and have a midsize team. Their services include custom software development, BI & big data consulting & SI, business consulting, and mobile app development. The agency was launched in 2002.",,,,,,"San Antonio, TX",50 - 249 employees,Undisclosed
"Technik, Inc",big-data,,,,,,,"Herndon, VA",50 - 249 employees,Undisclosed
PioTech (Pioneers Information Technologies),big-data,,,,,,"['Business services', 'Consumer products & services', 'Financial services', 'Information technology']","Amman, Jordan",50 - 249 employees,Undisclosed
WebDataGuru,big-data,"WebDataGuru is a market research company. Their midsize team is headquartered in Ahmedabad, India and Houston, Texas and specializes in market research, BI & big data consulting & SI, and customer service outsourcing. The agency was founded in 2015.",,,,,"['Automotive', 'Business services', 'eCommerce', 'Manufacturing']","Houston, TX",50 - 249 employees,Undisclosed
Quix,big-data,"Established in 2000, Quix is a midsize CRM consulting and SI company. Their team specializes in CRM consulting and SI, BI & big data consulting & SI, and custom software development. The agency is located in Modena, Missouri.",,,,,,"Modena, Italy",50 - 249 employees,Undisclosed
Tartle,big-data,"Established in 2017, Tartle is a midsize custom software development firm. Their team specializes in custom software development, BI & big data consulting & SI, and digital strategy. The firm is located in Santa Fe, New Mexico.",,,,,,"Santa Fe, NM",50 - 249 employees,Undisclosed
Crestt Sp. z.o.o,big-data,,,,,,"['Financial services', 'Media', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Warszawa, Poland",50 - 249 employees,"$25,000+"
Horizon Data,big-data,,,,,,"['eCommerce', 'Medical', 'Supply Chain, Logistics, and Transport']","Johannesburg, South Africa",2 - 9 employees,Undisclosed
030 Datenrettung Berlin GmbH,big-data,,,,,,"['Arts, entertainment & music', 'Business services', 'Education', 'Financial services']","Berlin, Germany",10 - 49 employees,"$1,000+"
"Vibrant, Inc.",big-data,,,,,,,"Princeton, NJ",2 - 9 employees,Undisclosed
New Ocean IS,big-data,,,,,,"['Advertising & marketing', 'Business services', 'Financial services', 'Information technology', 'Manufacturing', 'Supply Chain, Logistics, and Transport']","Ho Chi Minh, Vietnam",50 - 249 employees,"$1,000+"
Proekspert,big-data,"Proekspert is a design and development agency based in Tallinn, Estonia. Founded in 1993, Proekspert's team of 130+ employees provides UX/UI design, custom software development, web design, and graphic design services.",,,Danfoss; STIEBEL ELTRON; Telia Finland,,"['Consumer products & services', 'Financial services', 'Manufacturing', 'Telecommunications']","Tallinn, Estonia",50 - 249 employees,"$5,000+"
Modyo Chile,big-data,"Modyo Chile is a custom software development company founded in 2008. They are headquartered in Santiago, Chile and have a midsize team. Their services include custom software development, ux/ui design, BI & big data consulting & SI, and cloud consulting & SI.",,,,,"['eCommerce', 'Financial services']","Vitacura, Chile",50 - 249 employees,Undisclosed
MosaicTech,big-data,,,,,,"['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Information technology', 'Energy & natural resources', 'Non-profit']","Cape Town, South Africa",10 - 49 employees,"$1,000+"
HTC Global Services,big-data,"Custom software development firm HTC Global Services, Inc is located in Köln, Germany; Middlesex, United Kingdom; Bengaluru , India and Detroit , Michigan. The large team provides custom software development, web design, web development, ux/ui design, and more and was established in 1990.",,,,,,"Troy, MI","10,000+ employees",Undisclosed
Territorio Creativo,big-data,"Territorio Creativo is a content marketing company. They are located in Madrid, Spain; Barcelona, Spain; Bogota, Colombia and Roma Norte, Mexico and have a midsize team. Their services include content marketing, BI & big data consulting & SI, CRM consulting and SI, and digital strategy.",,,,,"['Automotive', 'Financial services', 'Hospitality & leisure']","Madrid, Spain",50 - 249 employees,"$5,000+"
RiskIQ,big-data,"RiskIQ is a cybersecurity company based in San Francisco with a team of just over 150 employees. Established in 2009, they provide cybersecurity, business intelligence, big data consulting, and software integration services to clients in a variety of industries.",5.0,(1 Reviews),Amazon; Disney; Bank of America; Box,,"['Financial services', 'Government', 'Information technology', 'Manufacturing', 'Retail']","San Francisco, CA",50 - 249 employees,"$5,000+"
Good Rebels,big-data,"Good Rebels is a data analytics company. They are located in Madrid, Spain; Barcelona, Spain; Bogotá DC, Colombia and Brighton, United Kingdom and have a midsize team that provides BI & big data consulting & SI, CRM consulting and SI, digital strategy, and social media marketing. The agency was launched in 1997.",,,,,,"Madrid, Spain",50 - 249 employees,"$10,000+"
Cogito Corp,big-data,,,,,,,"Boston, MA",50 - 249 employees,Undisclosed
PK Argentina,big-data,,,,,,,"JED, Argentina","1,000 - 9,999 employees",Undisclosed
"Trueland Information Technology (Shanghai) Co., Ltd.",big-data,,,,,,"['eCommerce', 'Education', 'Financial services', 'Retail']","Shanghai, China","1,000 - 9,999 employees",Undisclosed
Devoteam G Cloud,big-data,"Devoteam G Cloud is a cloud consulting & SI company. Founded in 2009, the team offers cloud consulting & SI, IT strategy consulting, and BI & big data consulting & SI. Their midsize agency is based in Levallois-Perret, France; Woluwe-Saint-Lambert, Belgium; København, Denmark and München, Germany.",,,,,,"Levallois-Perret, France",50 - 249 employees,Undisclosed
Datamatics Technologies,big-data,,,,,,,"دبي, United Arab Emirates",50 - 249 employees,"$1,000+"
DevPace,big-data,"DevPace is a big data analytics company based in Kharkiv, Ukraine. The small firm was founded in 2017. Their team focuses on BI & big data consulting & SI, Artificial Intelligence, and enterprise app modernization.",,,,,,"Kharkiv, Ukraine",10 - 49 employees,"$5,000+"
